x1,x2,y,y_noisy
0.3333333333333333,0.5,64.50009306485572,64.50009306485572
0.6666666666666666,0.25,0,0
0.1111111111111111,0.75,0,0
0.4444444444444444,0.125,17.23982685931971,17.23982685931971
0.7777777777777777,0.625,0,0
0.2222222222222222,0.375,19.808499457270383,19.808499457270383
0.5555555555555556,0.875,0,0
0.8888888888888888,0.0625,0,0
0.037037037037037035,0.5625,0,0
0.37037037037037035,0.3125,30.397241125761,30.397241125761
0.7037037037037037,0.8125,0,0
0.14814814814814814,0.1875,5.356124865411162,5.356124865411162
0.48148148148148145,0.6875,0,0
0.8148148148148147,0.4375,0,0
0.25925925925925924,0.9375,0,0
0.5925925925925926,0.03125,0,0
0.9259259259259258,0.53125,0,0
0.07407407407407407,0.28125,5.9098495271240745,5.9098495271240745
0.4074074074074074,0.78125,0,0
0.7407407407407407,0.15625,0,0
0.18518518518518517,0.65625,0,0
0.5185185185185185,0.40625,0,0
0.8518518518518517,0.90625,0,0
0.2962962962962963,0.09375,7.030314779929309,7.030314779929309
0.6296296296296297,0.59375,0,0
0.9629629629629629,0.34375,0,0
0.012345679012345678,0.84375,0,0
0.345679012345679,0.21875,16.812876677628633,16.812876677628633
0.6790123456790123,0.71875,0,0
0.12345679012345678,0.46875,19.317935224153555,19.317935224153555
0.4567901234567901,0.96875,0,0
0.7901234567901234,0.015625,0,0
0.2345679012345679,0.515625,0,0
0.5679012345679013,0.265625,0,0
0.9012345679012346,0.765625,0,0
0.04938271604938271,0.140625,2.585809418557305,2.585809418557305
0.38271604938271603,0.640625,0,0
0.7160493827160495,0.390625,0,0
0.16049382716049382,0.890625,0,0
0.49382716049382713,0.078125,17.45735068194645,17.45735068194645
0.8271604938271604,0.578125,0,0
0.2716049382716049,0.328125,20.058433552177828,20.058433552177828
0.6049382716049383,0.828125,0,0
0.9382716049382716,0.203125,0,0
0.08641975308641975,0.703125,0,0
0.41975308641975306,0.453125,78.6014724011503,78.6014724011503
0.7530864197530864,0.953125,0,0
0.19753086419753085,0.046875,3.3940684039613638,3.3940684039613638
0.5308641975308641,0.546875,0,0
0.8641975308641974,0.296875,0,0
0.30864197530864196,0.796875,0,0
0.6419753086419753,0.171875,0,0
0.9753086419753085,0.671875,0,0
0.024691358024691357,0.421875,9.326238671596316,9.326238671596316
0.35802469135802467,0.921875,0,0
0.691358024691358,0.109375,0,0
0.13580246913580246,0.609375,0,0
0.4691358024691358,0.359375,62.96342563576255,62.96342563576255
0.802469135802469,0.859375,0,0
0.24691358024691357,0.234375,11.094426900912756,11.094426900912756
0.5802469135802469,0.734375,0,0
0.9135802469135802,0.484375,0,0
0.06172839506172839,0.984375,0,0
0.3950617283950617,0.0078125,7.496011971415308,7.496011971415308
0.7283950617283951,0.5078125,0,0
0.1728395061728395,0.2578125,8.612890969215435,8.612890969215435
0.5061728395061729,0.7578125,0,0
0.839506172839506,0.1328125,0,0
0.2839506172839506,0.6328125,0,0
0.6172839506172839,0.3828125,0,0
0.9506172839506172,0.8828125,0,0
0.09876543209876543,0.0703125,2.328885112312642,2.328885112312642
0.43209876543209874,0.5703125,0,0
0.7654320987654321,0.3203125,0,0
0.20987654320987653,0.8203125,0,0
0.5432098765432098,0.1953125,0,0
0.8765432098765431,0.6953125,0,0
0.32098765432098764,0.4453125,46.13171948329004,46.13171948329004
0.654320987654321,0.9453125,0,0
0.9876543209876543,0.0390625,0,0
0.004115226337448559,0.5390625,0,0
0.33744855967078186,0.2890625,22.932504126755024,22.932504126755024
0.6707818930041152,0.7890625,0,0
0.11522633744855966,0.1640625,4.040806041287787,4.040806041287787
0.44855967078189296,0.6640625,0,0
0.7818930041152262,0.4140625,0,0
0.22633744855967078,0.9140625,0,0
0.5596707818930041,0.1015625,0,0
0.8930041152263374,0.6015625,0,0
0.0411522633744856,0.3515625,7.124744150957415,7.124744150957415
0.3744855967078189,0.8515625,0,0
0.7078189300411523,0.2265625,0,0
0.1522633744855967,0.7265625,0,0
0.48559670781893,0.4765625,122.82935557945663,122.82935557945663
0.8189300411522632,0.9765625,0,0
0.2633744855967078,0.0234375,4.195698895142208,4.195698895142208
0.5967078189300411,0.5234375,0,0
0.9300411522633744,0.2734375,0,0
0.07818930041152262,0.7734375,0,0
0.4115226337448559,0.1484375,16.441369165352917,16.441369165352917
0.7448559670781892,0.6484375,0,0
0.18930041152263374,0.3984375,18.891074420078407,18.891074420078407
0.522633744855967,0.8984375,0,0
0.8559670781893003,0.0859375,0,0
0.3004115226337448,0.5859375,0,0
0.6337448559670782,0.3359375,0,0
0.9670781893004115,0.8359375,0,0
0.016460905349794237,0.2109375,3.1173772607577876,3.1173772607577876
0.34979423868312753,0.7109375,0,0
0.6831275720164608,0.4609375,0,0
0.12757201646090535,0.9609375,0,0
0.46090534979423864,0.0546875,13.170299399857914,13.170299399857914
0.794238683127572,0.5546875,0,0
0.23868312757201646,0.3046875,15.13262694823076,15.13262694823076
0.5720164609053499,0.8046875,0,0
0.9053497942386831,0.1796875,0,0
0.053497942386831275,0.6796875,0,0
0.38683127572016457,0.4296875,59.29908516206742,59.29908516206742
0.720164609053498,0.9296875,0,0
0.1646090534979424,0.1171875,4.091790983524547,4.091790983524547
0.4979423868312757,0.6171875,0,0
0.8312757201646089,0.3671875,0,0
0.27572016460905346,0.8671875,0,0
0.6090534979423868,0.2421875,0,0
0.9423868312757201,0.7421875,0,0
0.0905349794238683,0.4921875,18.423230530356754,18.423230530356754
0.4238683127572016,0.9921875,0,0
0.757201646090535,0.00390625,0,0
0.20164609053497942,0.50390625,0,0
0.5349794238683127,0.25390625,0,0
0.8683127572016459,0.75390625,0,0
0.3127572016460905,0.12890625,9.10038989519201,9.10038989519201
0.6460905349794238,0.62890625,0,0
0.9794238683127571,0.37890625,0,0
0.028806584362139915,0.87890625,0,0
0.3621399176954732,0.06640625,8.522679941255433,8.522679941255433
0.6954732510288065,0.56640625,0,0
0.13991769547325103,0.31640625,9.79252879790866,9.79252879790866
0.4732510288065843,0.81640625,0,0
0.8065843621399176,0.19140625,0,0
0.2510288065843621,0.69140625,0,0
0.5843621399176955,0.44140625,0,0
0.9176954732510287,0.94140625,0,0
0.06584362139917695,0.03515625,1.6569844550126847,1.6569844550126847
0.39917695473251025,0.53515625,0,0
0.7325102880658436,0.28515625,0,0
0.17695473251028807,0.78515625,0,0
0.5102880658436214,0.16015625,0,0
0.8436213991769546,0.66015625,0,0
0.28806584362139914,0.41015625,32.82237567782422,32.82237567782422
0.6213991769547325,0.91015625,0,0
0.9547325102880657,0.09765625,0,0
0.10288065843621398,0.59765625,0,0
0.4362139917695473,0.34765625,50.367756020658256,50.367756020658256
0.7695473251028806,0.84765625,0,0
0.2139917695473251,0.22265625,8.875015641093205,8.875015641093205
0.5473251028806584,0.72265625,0,0
0.8806584362139916,0.47265625,0,0
0.3251028806584362,0.97265625,0,0
0.6584362139917695,0.01953125,0,0
0.9917695473251028,0.51953125,0,0
0.008230452674897118,0.26953125,4.010069261542734,4.010069261542734
0.34156378600823045,0.76953125,0,0
0.6748971193415637,0.14453125,0,0
0.11934156378600823,0.64453125,0,0
0.45267489711934156,0.39453125,69.13289976287682,69.13289976287682
0.7860082304526748,0.89453125,0,0
0.23045267489711932,0.08203125,4.770349747243609,4.770349747243609
0.5637860082304527,0.58203125,0,0
0.8971193415637859,0.33203125,0,0
0.04526748971193415,0.83203125,0,0
0.3786008230452675,0.20703125,18.693210166508344,18.693210166508344
0.7119341563786008,0.70703125,0,0
0.15637860082304525,0.45703125,21.478431683770008,21.478431683770008
0.4897119341563786,0.95703125,0,0
0.8230452674897117,0.05078125,0,0
0.2674897119341564,0.55078125,0,0
0.6008230452674896,0.30078125,0,0
0.9341563786008229,0.80078125,0,0
0.0823045267489712,0.17578125,3.6343449330125526,3.6343449330125526
0.4156378600823045,0.67578125,0,0
0.7489711934156378,0.42578125,0,0
0.19341563786008228,0.92578125,0,0
