x1,x2,y
-1.3333333333333335,0.0,0.5037457704618199
1.333333333333333,-1.25,0.4074521462048468
-3.111111111111111,1.25,1.7249278033555102
-0.44444444444444464,-1.875,2.1814226111811954
2.2222222222222214,0.625,0.48741043178369925
-2.2222222222222223,-0.625,0.5202854232510232
0.44444444444444464,1.875,-0.7764665564936952
3.1111111111111107,-2.1875,-0.46233633539218333
-3.7037037037037037,0.3125,5.341896485214688
-1.0370370370370372,-0.9375,0.38522213463918115
1.6296296296296298,1.5625,0.3532813762682524
-2.814814814814815,-1.5625,2.154450233381526
-0.14814814814814836,0.9375,0.6265396125995538
2.5185185185185173,-0.3125,0.11613491983288371
-1.925925925925926,2.1875,-4.95458982206774
0.7407407407407405,-2.34375,4.635742396881649
3.4074074074074066,0.15625,-2.1352562303605214
-3.4074074074074074,-1.09375,3.1784268458393243
-0.7407407407407409,1.40625,0.257912211844853
1.9259259259259256,-1.71875,0.7263370835742795
-2.5185185185185186,0.78125,0.9390526039736542
0.14814814814814792,-0.46875,0.4077737085140326
2.814814814814814,2.03125,-0.6175682319991913
-1.6296296296296298,-2.03125,3.9982646136866613
1.0370370370370372,0.46875,0.5915442132459507
3.7037037037037033,-0.78125,-4.435088998115426
-3.9012345679012346,1.71875,5.3473459557470715
-1.234567901234568,-1.40625,0.7946942470715204
1.432098765432098,1.09375,0.630987292392007
-3.0123456790123457,-0.15625,1.5941302146179679
-0.3456790123456792,2.34375,-5.183471861620368
2.3209876543209873,-2.421875,2.626308226803501
-2.123456790123457,0.078125,0.6129546533458037
0.5432098765432105,-1.171875,0.4170398406790917
3.2098765432098766,1.328125,-1.0568892665957834
-3.6049382716049383,-1.796875,6.942531101435524
-0.9382716049382718,0.703125,0.623477349772849
1.7283950617283956,-0.546875,0.36950883239248755
-2.7160493827160495,1.953125,-2.385649658845925
-0.049382716049382935,-2.109375,3.4557860396806004
2.617283950617283,0.390625,0.15706604932080281
-1.8271604938271606,-0.859375,0.41600698041959566
0.8395061728395063,1.640625,0.07395496199306795
3.5061728395061724,-1.484375,-2.9847952956456254
-3.308641975308642,1.015625,2.7144317297431875
-0.6419753086419755,-0.234375,0.4531581963528087
2.0246913580246915,2.265625,-1.4800808862737798
-2.419753086419753,-2.265625,7.949190074277179
0.2469135802469129,0.234375,0.546766954996672
2.913580246913579,-1.015625,-0.5718432680746264
-1.5308641975308643,1.484375,0.007371668922229957
1.1358024691358022,-1.640625,0.8488582335671803
3.8024691358024683,0.859375,-5.077565603671559
-3.802469135802469,-0.390625,6.169992017530313
-1.1358024691358026,2.109375,-3.37086122485608
1.530864197530864,-1.953125,1.499249457788771
-2.9135802469135803,0.546875,1.4934789818156289
-0.2469135802469138,-0.703125,0.3734777275835606
2.4197530864197523,1.796875,0.021249107052481175
-2.0246913580246915,-1.328125,0.8002710468665454
0.6419753086419755,1.171875,0.5845497039031098
3.3086419753086416,-0.078125,-1.685924366783992
-3.506172839506173,2.421875,-8.273155258912528
-0.8395061728395063,-2.4609375,8.738332481487387
1.8271604938271606,0.0390625,0.47381660933318903
