x1,x2,x3,x4,x5,y
0.2,0.14285714285714285,0.09090909090909091,0.3333333333333333,0.5,-1.4520917594505134
0.4,0.2857142857142857,0.18181818181818182,0.6666666666666666,0.25,5.066778543843729
0.6000000000000001,0.42857142857142855,0.2727272727272727,0.1111111111111111,0.75,7.543605203930481
0.8,0.5714285714285714,0.36363636363636365,0.4444444444444444,0.125,12.251669334851066
0.04,0.7142857142857142,0.4545454545454546,0.7777777777777777,0.625,10.890079957721204
0.24000000000000002,0.8571428571428571,0.5454545454545454,0.2222222222222222,0.375,11.02844513417395
0.44,0.02040816326530612,0.6363636363636364,0.5555555555555556,0.875,12.939893064851827
0.6400000000000001,0.16326530612244897,0.7272727272727273,0.8888888888888888,0.0625,16.970849100584058
0.8400000000000001,0.30612244897959184,0.8181818181818182,0.037037037037037035,0.5625,16.774455372280652
0.08,0.4489795918367347,0.9090909090909092,0.37037037037037035,0.3125,14.57403751595253
0.28,0.5918367346938775,0.008264462809917356,0.7037037037037037,0.8125,6.238892532367603
0.48000000000000004,0.7346938775510203,0.09917355371900827,0.14814814814814814,0.1875,3.350047243563291
0.68,0.8775510204081632,0.19008264462809918,0.48148148148148145,0.6875,11.595731683227871
0.88,0.04081632653061224,0.28099173553719003,0.8148148148148147,0.4375,7.081498489322589
0.12,0.18367346938775508,0.371900826446281,0.25925925925925924,0.9375,5.409988594255094
0.32,0.32653061224489793,0.4628099173553719,0.5925925925925926,0.03125,8.562379939273987
0.52,0.4693877551020408,0.5537190082644627,0.9259259259259258,0.53125,19.928269534173793
0.7200000000000001,0.6122448979591837,0.6446280991735537,0.07407407407407407,0.28125,14.867198440171855
0.92,0.7551020408163265,0.7355371900826446,0.4074074074074074,0.78125,20.878091160353645
0.16,0.8979591836734694,0.8264462809917356,0.7407407407407407,0.15625,19.079512060974643
0.36,0.061224489795918366,0.9173553719008265,0.18518518518518517,0.65625,14.172088762605263
0.56,0.20408163265306123,0.01652892561983471,0.5185185185185185,0.40625,1.0607619383953075
0.7600000000000001,0.3469387755102041,0.10743801652892562,0.8518518518518517,0.90625,12.566728402699704
0.9600000000000001,0.4897959183673469,0.19834710743801653,0.2962962962962963,0.09375,7.35487607884105
0.008,0.6326530612244897,0.2892561983471074,0.6296296296296297,0.59375,5.209166620224857
0.20800000000000002,0.7755102040816325,0.38016528925619836,0.9629629629629629,0.34375,13.805139031332278
0.40800000000000003,0.9183673469387754,0.4710743801652893,0.012345679012345678,0.84375,12.998805134042913
0.6080000000000001,0.08163265306122448,0.5619834710743801,0.345679012345679,0.21875,7.34315469495804
0.808,0.22448979591836732,0.6528925619834711,0.6790123456790123,0.71875,18.836752287609812
0.048,0.36734693877551017,0.743801652892562,0.12345679012345678,0.46875,9.008013832635248
0.24800000000000003,0.5102040816326531,0.834710743801653,0.4567901234567901,0.96875,19.977081323972243
0.448,0.6530612244897959,0.9256198347107438,0.7901234567901234,0.015625,24.4425609878443
0.6480000000000001,0.7959183673469387,0.024793388429752067,0.2345679012345679,0.515625,5.407424955577536
0.8480000000000001,0.9387755102040816,0.11570247933884298,0.5679012345679013,0.265625,5.298180895452231
0.088,0.1020408163265306,0.2066115702479339,0.9012345679012346,0.765625,7.254766865994566
0.28800000000000003,0.24489795918367346,0.2975206611570248,0.04938271604938271,0.140625,-0.6549370252490525
0.48800000000000004,0.3877551020408163,0.38842975206611574,0.38271604938271603,0.640625,10.399547180339642
0.6880000000000001,0.5306122448979591,0.4793388429752067,0.7160493827160495,0.390625,17.815219801048624
0.888,0.673469387755102,0.5702479338842975,0.16049382716049382,0.890625,16.992426709228866
0.128,0.8163265306122448,0.6611570247933884,0.49382716049382713,0.078125,11.776042767046663
0.328,0.9591836734693877,0.7520661157024794,0.8271604938271604,0.578125,24.554931642775394
0.528,0.12244897959183673,0.8429752066115703,0.2716049382716049,0.328125,13.233377321977999
0.7280000000000001,0.26530612244897955,0.9338842975206613,0.6049382716049383,0.828125,24.56991457641513
0.928,0.40816326530612246,0.03305785123966942,0.9382716049382716,0.203125,10.343032980254657
0.168,0.5510204081632653,0.12396694214876033,0.08641975308641975,0.703125,-0.2734432604815855
0.368,0.6938775510204082,0.21487603305785125,0.41975308641975306,0.453125,7.9495202700043155
0.5680000000000001,0.836734693877551,0.30578512396694213,0.7530864197530864,0.953125,18.38201549518235
0.7680000000000001,0.9795918367346939,0.39669421487603307,0.19753086419753085,0.046875,7.162764822499995
0.9680000000000001,0.0029154518950437317,0.487603305785124,0.5308641975308641,0.546875,7.883742620086454
0.016,0.14577259475218657,0.5785123966942148,0.8641975308641974,0.296875,11.769870884899952
