x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0.034482758620689655,0.043478260869565216,0.14285714285714285,0.2,0.09090909090909091,0.05263157894736842,0.3333333333333333,0.5,0.058823529411764705,0.07692307692307693,1.4294700825079394
0.06896551724137931,0.08695652173913043,0.2857142857142857,0.4,0.18181818181818182,0.10526315789473684,0.6666666666666666,0.25,0.11764705882352941,0.15384615384615385,1.3190195797513677
0.10344827586206896,0.13043478260869565,0.42857142857142855,0.6000000000000001,0.2727272727272727,0.15789473684210525,0.1111111111111111,0.75,0.1764705882352941,0.23076923076923078,1.2335215179960926
0.13793103448275862,0.17391304347826086,0.5714285714285714,0.8,0.36363636363636365,0.21052631578947367,0.4444444444444444,0.125,0.23529411764705882,0.3076923076923077,1.1827643811018036
0.1724137931034483,0.21739130434782608,0.7142857142857142,0.04,0.4545454545454546,0.2631578947368421,0.7777777777777777,0.625,0.29411764705882354,0.38461538461538464,1.1136877190588435
0.20689655172413793,0.2608695652173913,0.8571428571428571,0.24000000000000002,0.5454545454545454,0.3157894736842105,0.2222222222222222,0.375,0.3529411764705882,0.46153846153846156,1.1270813404639337
0.24137931034482757,0.30434782608695654,0.02040816326530612,0.44,0.6363636363636364,0.3684210526315789,0.5555555555555556,0.875,0.4117647058823529,0.5384615384615385,1.063045474604107
0.27586206896551724,0.34782608695652173,0.16326530612244897,0.6400000000000001,0.7272727272727273,0.42105263157894735,0.8888888888888888,0.0625,0.47058823529411764,0.6153846153846154,1.0380620942576129
0.3103448275862069,0.3913043478260869,0.30612244897959184,0.8400000000000001,0.8181818181818182,0.47368421052631576,0.037037037037037035,0.5625,0.5294117647058824,0.6923076923076923,1.0010316886843726
0.3448275862068966,0.43478260869565216,0.4489795918367347,0.08,0.9090909090909092,0.5263157894736842,0.37037037037037035,0.3125,0.5882352941176471,0.7692307692307693,1.020085898276667
0.3793103448275862,0.4782608695652174,0.5918367346938775,0.28,0.008264462809917356,0.5789473684210527,0.7037037037037037,0.8125,0.6470588235294118,0.8461538461538463,0.9630681571695036
0.41379310344827586,0.5217391304347826,0.7346938775510203,0.48000000000000004,0.09917355371900827,0.631578947368421,0.14814814814814814,0.1875,0.7058823529411764,0.9230769230769231,1.0125543314985905
0.4482758620689655,0.5652173913043478,0.8775510204081632,0.68,0.19008264462809918,0.6842105263157894,0.48148148148148145,0.6875,0.7647058823529411,0.00591715976331361,0.9567959019646614
0.48275862068965514,0.6086956521739131,0.04081632653061224,0.88,0.28099173553719003,0.7368421052631579,0.8148148148148147,0.4375,0.8235294117647058,0.08284023668639054,0.9757148087765506
0.5172413793103449,0.6521739130434783,0.18367346938775508,0.12,0.371900826446281,0.7894736842105263,0.25925925925925924,0.9375,0.8823529411764706,0.15976331360946747,1.0084828937700985
0.5517241379310345,0.6956521739130435,0.32653061224489793,0.32,0.4628099173553719,0.8421052631578947,0.5925925925925926,0.03125,0.9411764705882353,0.2366863905325444,0.9959920007054381
0.5862068965517241,0.7391304347826086,0.4693877551020408,0.52,0.5537190082644627,0.894736842105263,0.9259259259259258,0.53125,0.0034602076124567475,0.3136094674556213,0.9413898426645607
0.6206896551724138,0.7826086956521738,0.6122448979591837,0.7200000000000001,0.6446280991735537,0.9473684210526315,0.07407407407407407,0.28125,0.06228373702422145,0.3905325443786982,0.9814221652066513
0.6551724137931034,0.8260869565217391,0.7551020408163265,0.92,0.7355371900826446,0.002770083102493075,0.4074074074074074,0.78125,0.12110726643598616,0.46745562130177515,0.9270494391824623
0.6896551724137931,0.8695652173913043,0.8979591836734694,0.16,0.8264462809917356,0.055401662049861494,0.7407407407407407,0.15625,0.17993079584775085,0.5443786982248522,0.981796191429112
0.7241379310344828,0.9130434782608695,0.061224489795918366,0.36,0.9173553719008265,0.10803324099722991,0.18518518518518517,0.65625,0.23875432525951557,0.6213017751479291,1.0174022410224661
0.7586206896551724,0.9565217391304348,0.20408163265306123,0.56,0.01652892561983471,0.16066481994459833,0.5185185185185185,0.40625,0.2975778546712803,0.6982248520710059,1.040905527910924
0.7931034482758621,0.001890359168241966,0.3469387755102041,0.7600000000000001,0.10743801652892562,0.21329639889196675,0.8518518518518517,0.90625,0.35640138408304495,0.7751479289940829,0.9825441843301869
0.8275862068965517,0.04536862003780718,0.4897959183673469,0.9600000000000001,0.19834710743801653,0.26592797783933514,0.2962962962962963,0.09375,0.41522491349480967,0.8520710059171599,1.0543296792254953
0.8620689655172413,0.0888468809073724,0.6326530612244897,0.008,0.2892561983471074,0.31855955678670356,0.6296296296296297,0.59375,0.4740484429065744,0.9289940828402368,1.0137587303943465
0.896551724137931,0.1323251417769376,0.7755102040816325,0.20800000000000002,0.38016528925619836,0.371191135734072,0.9629629629629629,0.34375,0.5328719723183392,0.01183431952662722,1.0358030696951828
0.9310344827586207,0.17580340264650282,0.9183673469387754,0.40800000000000003,0.4710743801652893,0.4238227146814404,0.012345679012345678,0.84375,0.5916955017301039,0.08875739644970415,1.0086687698193921
0.9655172413793103,0.21928166351606804,0.08163265306122448,0.6080000000000001,0.5619834710743801,0.4764542936288088,0.345679012345679,0.21875,0.6505190311418686,0.16568047337278108,1.0729107092636463
0.0011890606420927466,0.2627599243856333,0.22448979591836732,0.808,0.6528925619834711,0.5290858725761772,0.6790123456790123,0.71875,0.7093425605536332,0.242603550295858,1.0144147753717223
0.0356718192627824,0.3062381852551985,0.36734693877551017,0.048,0.743801652892562,0.5817174515235457,0.12345679012345678,0.46875,0.7681660899653979,0.31952662721893493,1.134238472698395
0.07015457788347206,0.3497164461247637,0.5102040816326531,0.24800000000000003,0.834710743801653,0.6343490304709141,0.4567901234567901,0.96875,0.8269896193771626,0.39644970414201186,0.9653110090809801
0.10463733650416171,0.3931947069943289,0.6530612244897959,0.448,0.9256198347107438,0.6869806094182824,0.7901234567901234,0.015625,0.8858131487889274,0.4733727810650888,0.9564838297258441
0.13912009512485138,0.43667296786389415,0.7959183673469387,0.6480000000000001,0.024793388429752067,0.7396121883656509,0.2345679012345679,0.515625,0.9446366782006921,0.5502958579881657,0.9925420877776951
0.17360285374554105,0.4801512287334594,0.9387755102040816,0.8480000000000001,0.11570247933884298,0.7922437673130194,0.5679012345679013,0.265625,0.006920415224913495,0.6272189349112426,1.0140866476567916
0.2080856123662307,0.5236294896030246,0.1020408163265306,0.088,0.2066115702479339,0.8448753462603877,0.9012345679012346,0.765625,0.0657439446366782,0.7041420118343195,1.0577732679471696
0.24256837098692033,0.5671077504725898,0.24489795918367346,0.28800000000000003,0.2975206611570248,0.8975069252077561,0.04938271604938271,0.140625,0.1245674740484429,0.7810650887573964,1.1488522908220824
0.27705112960760997,0.6105860113421551,0.3877551020408163,0.48800000000000004,0.38842975206611574,0.9501385041551246,0.38271604938271603,0.640625,0.1833910034602076,0.8579881656804734,0.9795710511131229
0.31153388822829964,0.6540642722117203,0.5306122448979591,0.6880000000000001,0.4793388429752067,0.00554016620498615,0.7160493827160495,0.390625,0.2422145328719723,0.9349112426035503,1.001346432750657
0.3460166468489893,0.6975425330812854,0.673469387755102,0.888,0.5702479338842975,0.05817174515235457,0.16049382716049382,0.890625,0.30103806228373703,0.01775147928994083,1.0370126726085915
0.3804994054696789,0.7410207939508506,0.8163265306122448,0.128,0.6611570247933884,0.11080332409972299,0.49382716049382713,0.078125,0.3598615916955017,0.09467455621301776,1.121777501411041
0.4149821640903686,0.7844990548204158,0.9591836734693877,0.328,0.7520661157024794,0.1634349030470914,0.8271604938271604,0.578125,0.4186851211072664,0.1715976331360947,0.9550742035699323
0.44946492271105826,0.8279773156899811,0.12244897959183673,0.528,0.8429752066115703,0.21606648199445982,0.2716049382716049,0.328125,0.47750865051903113,0.24852071005917162,1.0714911505334526
0.48394768133174787,0.8714555765595463,0.26530612244897955,0.7280000000000001,0.9338842975206613,0.26869806094182824,0.6049382716049383,0.828125,0.5363321799307958,0.3254437869822485,0.9115039061905856
